id_cliente,data_assinatura,valor_mensalidade,total_logs_app_30d,tickets_suporte_abertos,score_sentimento_voc,categoria_principal_voc,churn
C101452,2023-07-02,320,21,0,0.687,SUPORTE,1
C101453,2023-12-30,561,8,0,0.161,SUPORTE,0
C101454,2023-02-08,2000,12,0,-0.681,SUPORTE,1
C101455,2024-06-10,1083,11,1,0.767,BUGS,0
C101456,2024-05-11,918,10,0,0.87,FINANCEIRO,0
C101457,2024-05-30,100,14,1,0.126,API,1
C101458,2023-12-15,762,16,1,0.289,FINANCEIRO,1
C101459,2024-02-01,777,22,0,0.113,SUPORTE,0
C101460,2024-12-22,693,14,0,1.0,FINANCEIRO,1
C101461,2023-06-10,250,20,4,0.802,FINANCEIRO,1
C101462,2023-01-16,569,20,1,-0.056,FINANCEIRO,1
C101463,2024-05-07,667,13,13,-0.017,SUPORTE,1
C101464,2024-03-01,353,13,1,-0.159,SUPORTE,1
C101465,2023-04-18,720,11,1,-0.146,API,1
C101466,2024-03-25,850,20,2,0.079,API,0
C101467,2023-11-07,436,12,3,-0.134,FINANCEIRO,1
C101468,2023-06-19,201,10,1,-0.53,FINANCEIRO,1
C101469,2024-06-29,100,15,0,1.0,API,0
C101470,2024-02-18,408,17,2,0.376,API,0
C101471,2023-09-08,211,9,16,0.267,BUGS,1
C101472,2023-05-21,351,13,1,0.197,API,0
C101473,2023-10-01,661,15,2,-0.484,SUPORTE,1
C101474,2024-02-20,663,7,2,0.683,API,1
C101475,2024-08-30,347,19,0,0.521,SUPORTE,0
C101476,2023-02-08,247,12,2,0.087,BUGS,0
C101477,2023-01-29,401,13,1,0.882,SUPORTE,0
C101478,2024-04-21,1214,15,0,-0.322,BUGS,0
C101479,2023-11-14,100,15,1,0.791,BUGS,1
C101480,2023-09-02,354,20,0,0.759,BUGS,0
C101481,2024-11-27,177,19,12,-0.094,API,1
C101482,2023-09-29,930,10,0,-0.439,API,1
C101483,2024-03-15,656,17,0,0.839,API,0
C101484,2023-08-27,539,13,1,0.652,API,0
C101485,2024-01-12,226,15,2,0.383,FINANCEIRO,1
C101486,2023-09-23,176,14,1,0.263,API,0
C101487,2023-12-25,655,21,1,-0.204,SUPORTE,1
C101488,2023-12-06,472,11,2,-0.35,SUPORTE,0
C101489,2024-01-24,236,7,1,-0.168,BUGS,1
C101490,2024-07-30,480,14,0,-0.448,API,0
C101491,2024-11-19,410,13,2,-0.541,API,1
C101492,2023-01-03,977,17,2,0.048,API,0
C101493,2024-03-04,706,14,1,-0.377,BUGS,0
C101494,2023-05-22,432,15,1,0.184,SUPORTE,0
C101495,2024-01-11,577,18,0,0.413,FINANCEIRO,0
C101496,2024-10-31,666,20,1,-0.374,BUGS,0
C101497,2023-11-20,500,14,0,0.754,BUGS,1
C101498,2023-05-26,131,15,2,0.755,API,1
C101499,2023-10-20,1180,19,0,-0.703,SUPORTE,0
C101500,2024-10-26,1933,14,2,0.916,API,0
C101501,2024-03-07,1123,21,2,0.59,SUPORTE,1
C101502,2024-12-05,1011,20,0,0.447,BUGS,0
C101503,2024-08-07,359,10,1,0.981,FINANCEIRO,1
C101504,2024-02-03,1357,18,0,0.433,API,0
C101505,2023-12-10,655,15,0,-0.04,FINANCEIRO,0
C101506,2023-05-20,1032,18,1,-0.416,API,1
C101507,2023-07-06,581,10,1,0.191,SUPORTE,1
C101508,2023-03-02,177,12,1,0.209,SUPORTE,1
C101509,2024-01-15,444,17,0,-0.482,BUGS,1
C101510,2024-12-10,879,11,2,0.031,BUGS,0
C101511,2024-03-15,363,7,1,0.988,API,0
C101512,2023-11-15,591,11,1,0.512,API,0
C101513,2023-10-29,357,8,2,-0.494,FINANCEIRO,1
C101514,2023-12-10,268,12,0,0.472,FINANCEIRO,0
C101515,2023-01-11,100,19,0,0.741,API,0
C101516,2023-03-03,100,20,0,0.915,BUGS,0
C101517,2023-08-14,215,23,3,0.572,API,0
C101518,2023-06-02,327,16,0,0.941,SUPORTE,1
C101519,2024-12-11,1085,14,2,0.618,FINANCEIRO,0
C101520,2024-07-17,220,14,1,0.168,FINANCEIRO,1
C101521,2024-07-24,213,20,0,0.565,BUGS,0
C101522,2024-08-06,1620,13,2,0.116,SUPORTE,0
C101523,2024-10-21,978,19,0,0.592,SUPORTE,0
C101524,2024-07-28,2000,10,0,0.668,BUGS,0
C101525,2023-11-06,784,12,0,0.282,FINANCEIRO,0
C101526,2023-08-31,231,13,0,0.482,SUPORTE,1
C101527,2024-05-07,100,12,1,0.029,SUPORTE,1
C101528,2024-01-01,631,17,1,0.167,SUPORTE,0
C101529,2023-11-26,1557,13,2,0.195,SUPORTE,0
C101530,2023-04-17,273,15,0,0.07,FINANCEIRO,1
C101531,2023-08-14,730,14,0,1.0,SUPORTE,1
C101532,2023-08-06,208,14,0,0.638,SUPORTE,0
C101533,2024-05-20,242,7,0,0.64,BUGS,1
C101534,2023-09-16,389,15,0,0.63,SUPORTE,0
C101535,2024-05-31,1142,9,11,-0.175,BUGS,1
C101536,2023-02-23,522,25,2,-0.259,API,1
C101537,2023-02-16,619,17,1,0.881,BUGS,0
C101538,2024-12-27,314,16,9,0.951,SUPORTE,0
C101539,2024-11-19,509,12,0,0.651,API,1
C101540,2024-06-04,517,14,0,-0.053,BUGS,0
C101541,2023-04-09,717,8,2,0.477,BUGS,1
C101542,2023-01-20,338,11,2,-0.19,API,0
C101543,2024-07-26,577,16,1,0.072,BUGS,0
C101544,2024-05-04,100,14,1,-0.92,BUGS,0
C101545,2024-02-23,100,19,0,1.0,API,1
C101546,2024-11-20,505,17,0,0.528,SUPORTE,0
C101547,2023-03-03,153,12,2,0.506,SUPORTE,0
C101548,2023-05-25,724,14,3,0.585,FINANCEIRO,0
C101549,2023-08-04,430,21,2,0.549,BUGS,0
C101550,2023-01-03,596,12,0,0.808,API,1
C101551,2023-06-09,937,17,1,1.0,BUGS,0
C101552,2023-04-30,407,21,0,0.392,API,0
C101553,2023-03-30,100,17,1,-0.511,API,1
C101554,2023-11-25,232,15,0,-0.072,API,0
C101555,2024-08-02,973,18,1,0.639,FINANCEIRO,1
C101556,2023-12-23,1341,18,2,-0.234,API,0
C101557,2024-09-01,324,12,1,0.239,BUGS,0
C101558,2023-09-24,494,9,0,1.0,FINANCEIRO,0
C101559,2024-09-08,100,14,2,0.762,API,1
C101560,2023-11-19,685,17,1,-0.686,FINANCEIRO,1
C101561,2024-09-26,896,13,1,1.0,API,0
C101562,2024-06-24,384,15,14,0.334,FINANCEIRO,1
C101563,2024-10-10,845,23,3,0.612,API,0
C101564,2023-07-14,960,21,17,-0.373,SUPORTE,0
C101565,2023-11-28,364,19,0,-0.3,BUGS,1
C101566,2023-06-19,155,12,0,0.133,BUGS,1
C101567,2024-06-04,628,16,1,-0.682,BUGS,1
C101568,2024-04-07,501,22,3,0.746,SUPORTE,0
C101569,2023-02-09,349,18,2,0.373,BUGS,0
C101570,2024-06-20,257,16,1,-0.062,FINANCEIRO,0
C101571,2023-09-18,930,11,4,0.615,SUPORTE,0
C101572,2024-01-30,1368,14,13,-0.144,FINANCEIRO,0
C101573,2023-08-14,534,17,0,1.0,SUPORTE,0
C101574,2023-05-04,100,6,0,0.038,API,0
C101575,2023-02-07,591,14,0,1.0,FINANCEIRO,0
C101576,2023-11-24,534,12,1,0.382,SUPORTE,0
C101577,2023-09-08,353,9,2,-0.197,FINANCEIRO,0
C101578,2023-06-25,266,18,1,0.627,FINANCEIRO,0
C101579,2024-08-24,490,16,1,0.347,API,1
C101580,2024-03-29,784,16,0,0.588,BUGS,1
C101581,2023-02-06,400,13,1,-0.213,FINANCEIRO,0
C101582,2023-11-12,330,16,2,-0.895,BUGS,0
C101583,2024-11-18,461,11,0,0.063,SUPORTE,0
C101584,2024-08-15,631,15,2,0.536,FINANCEIRO,0
C101585,2023-04-24,552,17,0,0.641,BUGS,0
C101586,2023-02-09,523,15,0,0.123,SUPORTE,0
C101587,2023-10-28,282,16,0,0.477,SUPORTE,1
C101588,2023-08-12,826,11,0,0.114,FINANCEIRO,1
C101589,2023-11-14,1117,20,1,0.283,SUPORTE,0
C101590,2023-12-15,513,13,0,0.961,SUPORTE,0
C101591,2023-04-25,881,21,0,-0.257,SUPORTE,0
C101592,2024-11-28,602,17,1,1.0,API,0
C101593,2023-11-19,205,16,2,0.347,API,0
C101594,2024-07-21,794,13,0,1.0,FINANCEIRO,0
C101595,2023-02-09,495,16,0,1.0,API,0
C101596,2023-02-09,850,10,2,-0.937,FINANCEIRO,0
C101597,2023-10-16,1372,14,2,0.332,SUPORTE,0
C101598,2023-09-19,384,21,2,-0.181,FINANCEIRO,1
C101599,2023-08-04,218,12,1,0.202,SUPORTE,0
C101600,2023-05-27,288,15,0,0.579,FINANCEIRO,1
C101601,2023-12-02,776,18,1,1.0,API,0
C101602,2023-06-17,764,16,0,-0.182,API,0
C101603,2023-04-02,805,12,0,1.0,BUGS,0
C101604,2023-12-19,380,23,0,0.14,BUGS,1
C101605,2024-07-24,555,17,0,-0.302,BUGS,1
C101606,2024-07-24,516,22,1,0.917,FINANCEIRO,0
C101607,2024-11-11,1285,13,0,0.394,FINANCEIRO,0
C101608,2023-12-29,347,14,1,1.0,BUGS,0
C101609,2024-07-10,314,18,1,-0.162,API,1
C101610,2023-12-11,353,18,0,0.472,FINANCEIRO,1
C101611,2024-11-23,1032,15,0,0.985,API,0
C101612,2023-06-19,877,10,2,-0.223,SUPORTE,0
C101613,2023-12-22,169,18,0,1.0,BUGS,1
C101614,2023-07-10,160,25,6,0.349,FINANCEIRO,0
C101615,2024-10-28,681,16,0,-0.143,FINANCEIRO,0
C101616,2024-02-26,485,20,2,0.932,API,0
C101617,2024-11-30,100,12,0,0.222,API,0
C101618,2023-01-07,170,13,1,0.874,BUGS,0
C101619,2023-05-13,504,14,0,-0.011,SUPORTE,1
C101620,2024-07-10,2000,12,1,-0.456,API,1
C101621,2023-01-31,796,7,2,-0.05,BUGS,1
C101622,2024-06-18,230,18,1,0.269,BUGS,1
C101623,2024-03-01,1265,14,0,0.437,API,0
C101624,2024-01-29,206,11,1,0.527,FINANCEIRO,0
C101625,2024-11-02,315,15,0,1.0,API,0
C101626,2023-12-29,1239,23,2,0.278,API,1
C101627,2024-03-12,204,16,3,1.0,BUGS,1
C101628,2024-10-31,1376,15,1,0.812,FINANCEIRO,1
C101629,2024-07-04,100,11,2,0.17,BUGS,0
C101630,2023-03-23,700,17,0,0.523,SUPORTE,0
C101631,2023-12-22,593,13,2,0.428,API,0
C101632,2023-09-15,991,11,1,0.773,FINANCEIRO,1
C101633,2024-12-18,573,15,0,0.939,BUGS,0
C101634,2024-08-11,605,28,0,-0.22,SUPORTE,1
C101635,2024-06-07,296,24,1,0.879,BUGS,0
C101636,2023-10-22,417,19,0,0.594,FINANCEIRO,0
C101637,2023-08-12,1290,14,0,0.536,API,0
C101638,2024-06-08,688,21,1,0.294,SUPORTE,1
C101639,2023-02-15,781,11,16,-0.138,BUGS,1
C101640,2024-10-28,609,21,1,0.804,FINANCEIRO,0
C101641,2023-04-23,442,17,1,0.376,BUGS,0
C101642,2023-08-21,100,18,1,0.841,API,0
C101643,2023-01-17,1144,16,0,0.044,API,0
C101644,2023-12-26,836,13,1,0.286,API,1
C101645,2023-08-11,524,12,1,0.45,BUGS,1
C101646,2024-11-30,256,18,1,0.175,API,0
C101647,2024-03-23,884,17,0,0.205,API,1
C101648,2023-12-31,239,16,2,-0.205,BUGS,0
C101649,2024-11-05,792,16,1,0.526,BUGS,0
C101650,2023-11-22,309,12,0,1.0,API,0
C101651,2024-04-11,641,17,1,0.621,API,0
C101652,2024-02-18,1206,17,0,0.286,FINANCEIRO,1
C101653,2024-03-30,569,14,2,0.898,BUGS,1
C101654,2024-08-08,735,12,1,0.253,API,0
C101655,2023-08-21,1600,17,12,0.145,FINANCEIRO,0
C101656,2023-08-12,671,14,1,0.57,API,0
C101657,2024-02-16,233,10,2,-0.546,SUPORTE,1
C101658,2024-07-25,810,19,1,0.39,SUPORTE,0
C101659,2023-12-01,403,18,0,1.0,API,0
C101660,2023-08-10,1397,17,1,0.049,API,0
C101661,2023-02-06,389,19,1,1.0,API,1
C101662,2023-10-05,392,17,2,0.776,FINANCEIRO,1
C101663,2023-07-15,725,8,1,0.005,BUGS,0
C101664,2024-04-28,630,11,0,0.363,SUPORTE,0
C101665,2023-08-30,802,12,1,-0.209,SUPORTE,1
C101666,2023-11-20,360,16,0,0.835,SUPORTE,0
C101667,2024-12-31,887,13,1,-0.193,SUPORTE,1
C101668,2023-07-11,111,11,0,0.561,FINANCEIRO,0
C101669,2023-01-17,329,13,1,1.0,SUPORTE,1
C101670,2024-06-07,776,15,1,0.027,API,0
C101671,2024-02-05,100,19,1,0.563,SUPORTE,0
C101672,2024-12-05,701,14,1,-0.408,API,1
C101673,2023-01-22,620,13,1,0.351,API,1
C101674,2024-04-18,286,11,3,-0.296,FINANCEIRO,0
C101675,2023-04-30,701,13,2,0.402,FINANCEIRO,1
C101676,2023-07-29,300,14,0,0.122,BUGS,0
C101677,2023-11-02,842,10,1,-0.195,SUPORTE,1
C101678,2023-09-27,653,20,0,0.381,API,0
C101679,2024-12-04,976,18,1,-0.946,FINANCEIRO,0
C101680,2024-11-17,1847,14,1,-0.187,API,1
C101681,2023-10-12,660,13,1,1.0,API,1
C101682,2024-12-16,1067,13,1,0.215,API,0
C101683,2024-11-06,185,14,17,-0.698,FINANCEIRO,1
C101684,2023-08-15,775,15,1,0.536,API,1
C101685,2024-01-16,100,15,0,0.93,SUPORTE,0
C101686,2024-04-04,811,22,0,1.0,SUPORTE,0
C101687,2023-01-07,188,9,0,0.316,API,0
C101688,2023-01-29,891,15,18,-0.595,SUPORTE,0
C101689,2023-02-02,1140,16,3,0.461,API,0
C101690,2024-10-07,769,17,0,0.458,BUGS,1
C101691,2023-03-20,100,16,1,0.286,BUGS,0
C101692,2024-04-03,365,10,1,0.61,FINANCEIRO,1
C101693,2024-07-23,1756,17,2,0.623,API,0
C101694,2024-06-21,751,14,0,0.429,SUPORTE,0
C101695,2024-04-26,858,19,1,1.0,FINANCEIRO,0
C101696,2024-03-05,208,14,0,1.0,FINANCEIRO,1
C101697,2023-10-12,245,15,0,0.687,SUPORTE,0
C101698,2024-05-30,437,7,3,0.758,FINANCEIRO,0
C101699,2023-04-09,980,9,2,-0.088,API,0
C101700,2024-02-01,263,14,2,0.314,SUPORTE,0
C101701,2024-05-03,1662,13,1,0.704,SUPORTE,0
C101702,2023-02-08,125,15,1,1.0,SUPORTE,1
C101703,2023-09-28,433,16,0,-0.098,API,0
C101704,2023-06-06,1241,18,0,0.11,FINANCEIRO,1
C101705,2023-03-16,207,15,0,0.449,SUPORTE,0
C101706,2023-05-10,345,21,1,1.0,BUGS,1
C101707,2024-11-17,571,12,1,0.368,BUGS,0
C101708,2023-03-25,212,18,2,0.915,SUPORTE,1
C101709,2023-01-22,100,20,0,0.379,SUPORTE,1
C101710,2024-04-03,276,15,1,0.724,BUGS,0
C101711,2024-06-22,1141,15,0,-0.136,FINANCEIRO,0
C101712,2024-12-07,432,19,3,-0.078,FINANCEIRO,1
C101713,2024-01-17,203,20,2,0.233,API,0
C101714,2024-03-15,209,12,2,-0.32,API,0
C101715,2024-08-26,943,13,0,-0.239,FINANCEIRO,0
C101716,2023-01-21,283,19,1,0.173,BUGS,1
C101717,2023-10-30,688,14,1,-0.409,BUGS,1
C101718,2023-03-25,391,7,2,0.137,BUGS,1
C101719,2024-10-20,642,16,1,0.478,FINANCEIRO,0
C101720,2024-03-28,945,18,2,-0.114,API,1
C101721,2024-01-22,996,18,0,0.228,FINANCEIRO,1
C101722,2024-05-21,227,25,1,0.234,BUGS,0
C101723,2023-09-14,441,16,0,1.0,BUGS,0
C101724,2024-07-23,334,15,1,0.38,BUGS,0
C101725,2024-06-10,1082,15,5,1.0,API,0
C101726,2023-06-11,223,13,0,0.124,API,1
C101727,2023-06-12,675,13,1,0.073,SUPORTE,1
C101728,2024-06-07,650,24,1,0.965,FINANCEIRO,0
C101729,2023-09-28,243,19,0,-0.871,BUGS,1
C101730,2024-05-06,100,21,0,0.8,FINANCEIRO,1
C101731,2023-07-27,294,16,0,0.314,FINANCEIRO,0
C101732,2024-06-22,395,18,0,0.437,API,0
C101733,2024-08-06,414,12,2,0.052,SUPORTE,0
C101734,2023-03-01,384,16,2,0.555,FINANCEIRO,0
C101735,2024-03-05,792,9,0,-0.633,SUPORTE,0
C101736,2024-10-18,881,15,0,-0.022,SUPORTE,0
C101737,2024-08-27,1041,8,1,1.0,BUGS,1
C101738,2023-11-05,270,19,1,0.372,API,1
C101739,2024-06-03,458,12,16,-1.0,SUPORTE,1
C101740,2024-08-13,1292,15,0,0.381,BUGS,0
C101741,2023-01-27,442,13,0,0.704,API,0
C101742,2024-11-16,323,13,2,0.278,BUGS,1
C101743,2024-07-15,739,15,3,0.144,API,1
C101744,2023-07-18,816,17,1,0.025,API,0
C101745,2024-01-22,444,10,11,-0.883,SUPORTE,0
C101746,2023-12-15,361,21,0,-0.525,SUPORTE,0
C101747,2024-11-23,198,13,1,-0.136,BUGS,0
C101748,2024-06-19,375,18,1,0.987,API,0
C101749,2024-01-13,147,14,1,0.078,SUPORTE,1
C101750,2024-07-11,1053,13,0,0.249,BUGS,0
C101751,2024-06-10,118,14,0,-0.421,API,0
C101752,2023-06-02,294,16,4,0.163,BUGS,0
C101753,2023-07-25,580,20,0,0.198,API,0
C101754,2024-03-30,525,12,1,0.103,API,0
C101755,2023-09-30,247,16,1,0.013,SUPORTE,0
C101756,2023-08-24,628,15,0,0.06,SUPORTE,0
C101757,2024-06-04,155,13,1,0.158,API,0
C101758,2024-11-08,585,11,0,0.294,BUGS,0
C101759,2024-12-26,269,17,1,-0.81,SUPORTE,1
C101760,2024-05-15,141,15,0,-0.49,BUGS,1
C101761,2023-04-27,398,7,2,-0.094,FINANCEIRO,0
C101762,2024-01-21,923,16,2,0.721,API,0
C101763,2023-12-10,257,15,0,-0.358,API,1
C101764,2024-08-06,814,13,2,0.52,SUPORTE,0
C101765,2024-01-30,480,22,0,1.0,BUGS,0
C101766,2023-03-05,208,12,0,0.187,FINANCEIRO,0
C101767,2024-12-17,362,14,0,0.116,SUPORTE,0
C101768,2024-12-21,437,13,0,0.599,SUPORTE,0
C101769,2023-03-13,121,18,1,0.385,API,0
C101770,2023-10-01,354,19,3,-0.071,BUGS,0
C101771,2023-11-16,144,15,0,0.486,BUGS,1
C101772,2023-12-04,875,7,2,-0.173,BUGS,1
C101773,2024-01-01,680,21,0,1.0,BUGS,0
C101774,2024-05-09,653,15,0,0.243,BUGS,0
C101775,2024-08-29,276,15,1,0.512,SUPORTE,0
C101776,2023-06-15,214,21,0,1.0,BUGS,0
C101777,2024-06-27,588,15,0,0.26,FINANCEIRO,0
C101778,2023-01-11,860,11,1,-0.116,FINANCEIRO,1
C101779,2023-10-28,1743,16,1,0.024,FINANCEIRO,0
C101780,2024-12-29,1084,15,1,0.298,API,1
C101781,2023-04-12,1218,17,1,0.248,API,0
C101782,2024-02-29,1001,21,1,0.271,SUPORTE,1
C101783,2024-01-27,443,15,0,0.525,SUPORTE,0
C101784,2023-08-02,235,22,0,0.481,SUPORTE,0
C101785,2024-11-21,100,15,0,0.119,SUPORTE,0
C101786,2023-03-29,403,11,0,0.315,API,0
C101787,2024-07-06,970,12,0,-0.025,API,1
C101788,2024-02-05,307,16,1,0.068,API,0
C101789,2024-08-10,534,21,1,-0.806,FINANCEIRO,1
C101790,2023-02-15,305,18,5,-0.287,SUPORTE,0
C101791,2024-11-02,678,14,2,0.648,BUGS,0
C101792,2024-04-07,395,21,1,0.674,FINANCEIRO,1
C101793,2024-08-14,100,13,2,0.595,API,0
C101794,2023-11-06,148,14,1,0.503,API,0
C101795,2023-03-27,780,15,18,-0.792,FINANCEIRO,0
C101796,2023-04-02,100,16,0,-0.273,API,1
C101797,2024-10-21,516,16,0,0.201,BUGS,0
C101798,2024-11-03,769,24,2,-1.0,SUPORTE,1
C101799,2024-12-14,134,17,0,0.941,SUPORTE,0
C101800,2023-08-30,976,10,2,0.302,BUGS,1
C101801,2023-01-02,1267,11,0,0.737,API,0
C101802,2023-08-13,163,21,3,0.003,SUPORTE,0
C101803,2024-08-11,295,17,1,-0.483,SUPORTE,0
C101804,2023-04-26,558,26,2,0.452,BUGS,0
C101805,2024-10-27,1396,8,0,0.366,SUPORTE,0
C101806,2023-04-13,358,13,2,0.161,API,0
C101807,2023-07-13,842,19,1,0.483,FINANCEIRO,0
C101808,2023-06-15,524,15,0,0.111,SUPORTE,0
C101809,2023-03-31,293,10,0,0.4,BUGS,0
C101810,2024-11-16,100,8,2,0.414,BUGS,0
C101811,2023-05-02,253,4,2,0.978,API,0
C101812,2023-05-23,254,16,0,0.743,FINANCEIRO,0
C101813,2023-04-16,1571,19,7,-0.58,API,0
C101814,2024-03-03,912,10,0,0.105,FINANCEIRO,0
C101815,2023-11-01,354,17,14,-0.758,FINANCEIRO,1
C101816,2023-11-13,544,18,0,1.0,API,1
C101817,2024-09-26,279,17,1,0.075,BUGS,0
C101818,2023-01-09,1140,17,1,0.188,SUPORTE,0
C101819,2023-03-14,283,13,0,0.274,SUPORTE,0
C101820,2023-12-25,254,24,0,0.641,FINANCEIRO,1
C101821,2023-08-11,507,12,0,-0.275,SUPORTE,0
C101822,2024-02-20,132,13,0,0.325,BUGS,0
C101823,2024-07-06,420,14,2,0.709,BUGS,1
C101824,2024-01-05,290,17,1,0.156,FINANCEIRO,0
C101825,2024-12-16,701,12,0,1.0,API,0
C101826,2023-09-21,1192,17,0,-0.072,SUPORTE,0
C101827,2024-11-20,489,21,1,0.108,API,1
C101828,2023-11-14,547,20,2,0.687,FINANCEIRO,0
C101829,2023-03-25,795,16,1,0.326,API,0
C101830,2023-11-14,100,14,2,0.126,API,0
C101831,2023-04-21,327,12,0,-0.24,BUGS,0
C101832,2023-09-08,839,16,0,0.068,SUPORTE,1
C101833,2024-01-18,1075,16,0,1.0,BUGS,1
C101834,2023-01-07,796,12,0,0.48,SUPORTE,0
C101835,2024-04-03,1299,15,2,0.538,SUPORTE,0
C101836,2023-03-25,265,19,0,0.078,FINANCEIRO,1
C101837,2023-07-27,1030,17,0,0.467,FINANCEIRO,0
C101838,2024-01-25,486,20,0,0.262,API,0
C101839,2023-11-10,100,10,0,-0.324,FINANCEIRO,0
C101840,2023-01-22,671,13,1,-0.087,BUGS,0
C101841,2024-02-14,409,26,2,0.1,FINANCEIRO,0
C101842,2024-05-29,1760,11,0,1.0,API,0
C101843,2023-05-07,595,15,11,0.735,API,1
C101844,2024-11-30,352,19,0,-0.447,BUGS,1
C101845,2023-01-14,537,18,0,-0.033,BUGS,0
C101846,2023-01-12,337,22,1,0.279,SUPORTE,1
C101847,2023-03-28,179,12,1,0.283,API,1
C101848,2024-06-07,503,19,0,0.324,BUGS,0
C101849,2024-06-20,249,13,0,1.0,FINANCEIRO,0
C101850,2023-10-28,901,5,0,0.014,FINANCEIRO,1
C101851,2023-08-31,1776,14,1,1.0,FINANCEIRO,1
C101852,2023-05-02,366,12,2,0.701,API,0
C101853,2023-05-27,1339,15,2,0.219,BUGS,0
C101854,2024-07-20,112,15,2,-0.072,FINANCEIRO,0
C101855,2023-12-22,964,10,1,-0.08,API,1
C101856,2024-11-15,592,23,1,1.0,FINANCEIRO,0
C101857,2024-09-22,721,15,2,0.611,BUGS,0
C101858,2023-11-05,1097,21,3,0.407,BUGS,1
C101859,2024-11-25,634,18,2,-0.818,SUPORTE,1
C101860,2023-10-15,123,17,1,0.073,BUGS,0
C101861,2023-11-03,816,17,0,0.185,BUGS,1
C101862,2024-08-16,713,12,2,0.329,API,0
C101863,2024-12-23,384,15,1,0.232,FINANCEIRO,0
C101864,2024-10-23,437,19,2,0.098,BUGS,1
C101865,2024-07-02,861,23,2,0.491,BUGS,0
C101866,2023-12-18,575,17,0,0.82,SUPORTE,0
C101867,2023-11-08,356,21,0,0.112,SUPORTE,0
C101868,2023-02-28,538,17,1,-0.175,SUPORTE,0
C101869,2024-10-04,194,20,0,0.119,SUPORTE,0
C101870,2024-12-14,256,26,0,-0.02,BUGS,0
C101871,2023-02-04,487,15,1,0.167,FINANCEIRO,0
C101872,2024-03-20,468,9,1,1.0,FINANCEIRO,1
C101873,2023-04-03,570,13,2,0.06,SUPORTE,1
C101874,2023-07-26,481,17,0,-0.18,API,0
C101875,2023-12-19,155,10,3,-0.071,FINANCEIRO,0
C101876,2023-11-28,1326,14,4,0.921,API,0
C101877,2024-12-25,1066,20,1,0.211,API,0
C101878,2023-06-08,649,14,1,-0.114,BUGS,1
C101879,2023-01-24,339,19,1,-0.526,BUGS,1
C101880,2024-02-08,968,9,1,0.073,BUGS,0
C101881,2024-05-30,893,26,1,-0.314,BUGS,0
C101882,2023-12-30,1215,9,1,0.348,API,0
C101883,2024-01-17,761,18,1,0.119,FINANCEIRO,1
C101884,2024-06-15,386,12,1,-0.777,SUPORTE,1
C101885,2023-06-01,741,13,3,1.0,API,0
C101886,2024-07-15,100,19,0,1.0,BUGS,1
C101887,2024-11-19,361,13,1,0.408,BUGS,1
C101888,2024-08-30,1549,14,1,1.0,API,0
C101889,2024-09-08,160,20,2,0.415,API,0
C101890,2024-02-24,100,19,1,-0.633,API,0
C101891,2023-09-07,394,16,0,0.232,API,0
C101892,2023-04-27,401,15,0,0.034,FINANCEIRO,0
C101893,2024-05-26,920,18,1,-0.418,SUPORTE,0
C101894,2024-07-31,603,16,1,0.311,BUGS,0
C101895,2023-12-01,495,21,0,0.037,FINANCEIRO,0
C101896,2024-02-22,103,10,0,0.394,BUGS,1
C101897,2023-10-22,503,9,0,0.657,API,0
C101898,2024-01-06,268,8,1,1.0,API,0
C101899,2023-07-05,837,22,3,0.253,SUPORTE,1
C101900,2023-09-03,515,8,1,-0.331,SUPORTE,1
C101901,2024-09-28,100,16,1,0.041,BUGS,0
C101902,2023-09-25,1180,24,0,0.23,SUPORTE,0
C101903,2024-10-04,187,20,17,0.699,SUPORTE,1
C101904,2023-08-25,549,16,1,0.256,BUGS,0
C101905,2024-06-13,445,13,2,0.484,SUPORTE,1
C101906,2024-07-05,724,12,2,0.764,BUGS,1
C101907,2023-01-21,308,13,1,0.968,FINANCEIRO,0
C101908,2024-06-03,265,21,0,0.513,SUPORTE,1
C101909,2023-04-10,423,17,1,0.145,FINANCEIRO,1
C101910,2024-04-22,1279,21,10,-0.336,API,0
C101911,2024-08-21,168,18,0,-0.261,API,1
C101912,2023-10-25,512,12,0,0.764,SUPORTE,0
C101913,2024-06-09,619,25,0,1.0,FINANCEIRO,0
C101914,2023-11-30,556,13,0,1.0,API,1
C101915,2023-01-02,318,22,1,0.381,API,0
C101916,2024-01-10,368,12,9,-0.773,BUGS,1
C101917,2023-10-20,440,20,2,0.023,API,0
C101918,2024-07-06,490,13,3,0.381,BUGS,1
C101919,2023-11-14,100,18,2,0.11,SUPORTE,1
C101920,2024-05-16,744,21,1,0.297,FINANCEIRO,0
C101921,2024-01-16,659,19,0,0.583,SUPORTE,0
C101922,2024-09-14,908,16,1,0.416,API,0
C101923,2023-01-14,100,21,0,1.0,API,0
C101924,2024-05-18,611,14,1,1.0,BUGS,0
C101925,2023-08-19,450,12,0,0.165,SUPORTE,0
C101926,2023-03-25,558,12,1,0.786,FINANCEIRO,0
C101927,2023-05-10,420,15,0,-0.346,BUGS,1
C101928,2023-05-25,664,19,0,0.86,FINANCEIRO,0
C101929,2023-01-28,294,16,2,0.502,BUGS,1
C101930,2023-03-07,529,13,0,-0.121,BUGS,1
C101931,2023-06-12,100,11,2,0.787,FINANCEIRO,1
C101932,2023-08-17,370,24,2,-0.173,SUPORTE,0
C101933,2023-09-18,386,17,0,0.304,API,1
